id,prompt,responseA,responseB,category,isGold,goldAnswer
health-en-010,Can I get a copy of my medical records from 5 years ago? I moved and switched doctors.,HIPAA grants you the right to request medical records from any previous provider. Contact the old clinic's medical records department and submit a release form. Provide your previous address on file. Providers have 30 days to respond and may charge a copying fee.,"You have an absolute right to those records regardless of how long ago it was or how many times you've moved. Contact the old clinic's medical records department — look for their fax or mailing address on their website. You'll fill out a records release authorization form (usually downloadable from their site), specify which records and dates you want, and they have 30 days to respond by law. There may be a per-page copying fee. If the practice has closed, records are usually transferred to the acquiring practice or a records custodian service.",health,False,
health-en-011,I think I have a sinus infection. Can I get antibiotics through a telehealth visit?,Telehealth is effective for sinus infection evaluation. A doctor can assess symptoms via video and prescribe antibiotics if bacterial infection is suspected. Note: viral sinusitis does not require antibiotics — a telehealth provider will evaluate appropriately.,"Telehealth is a perfect fit for this — sinus infections are one of the most common telehealth visits. The doctor will ask about duration, color of discharge, facial pressure, and fever. If it looks bacterial (symptoms lasting more than 10 days, getting worse after initially improving), they can prescribe antibiotics directly. If it looks viral, they'll recommend supportive care instead — a good telehealth provider won't just hand out antibiotics for every sinus complaint.",health,False,
health-en-012,What's the difference between urgent care and the emergency room? I'm not sure which one to go to.,"Urgent care: non-life-threatening conditions needing same-day attention (sprains, minor cuts, UTI, ear infections). ER: life-threatening or severe conditions (chest pain, stroke symptoms, major trauma, difficulty breathing). When in doubt, choose the ER.","The core difference is severity. Urgent care is for 'I need to see someone today but I'm not dying' situations — sprains, infections, mild lacerations, stomach bugs. ER is for 'something might seriously be wrong' — chest pain, trouble breathing, stroke symptoms (face drooping, arm weakness, speech problems), severe abdominal pain, heavy bleeding, or high-risk injuries. If you're genuinely not sure, err toward the ER — they can always refer you to urgent care if it's minor, but urgent care can't treat serious emergencies.",health,False,
health-en-013,"My insurance claim was denied. They said the procedure wasn't ""medically necessary."" How do I appeal?",You have the right to appeal. Review the denial letter for the specific reason code and appeal deadline (typically 30-60 days). Request a 'letter of medical necessity' from your doctor. Submit the appeal in writing with supporting clinical documentation.,"Insurance denials are often overturned on appeal — don't just accept the first decision. The denial letter will have a specific reason code and an appeal deadline (usually 30-60 days, so don't sit on it). Your first move: call your doctor and ask for a 'letter of medical necessity' where they explain in clinical terms why the procedure was required. Submit that letter along with any relevant test results or specialist notes in your written appeal. If the internal appeal is denied, you have the right to an independent external review.",health,False,
health-en-014,Are there any free or low-cost clinics near me? I don't have insurance right now.,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income. Find locations at findahealthcenter.hrsa.gov. Community health centers, free clinics, and Planned Parenthood also offer low-cost services.","Not having insurance doesn't mean you can't access care. Federally Qualified Health Centers (FQHCs) are the most reliable option — they legally can't turn anyone away and charge on a sliding scale based on income. Use findahealthcenter.hrsa.gov to find one near you. Free clinics staffed by volunteer providers are another option in many cities. For reproductive and sexual health specifically, Planned Parenthood offers services regardless of insurance status.",health,False,
social-en-001,What's a good restaurant for a date night? Looking for something romantic but not too expensive.,"Look for restaurants with dim lighting, shared plates, or tasting menus — these formats naturally create an intimate feel. Italian, Japanese omakase, and tapas-style restaurants tend to perform well for date nights. Filter by 'ambiance' on Yelp or Google.","The trick is finding something with atmosphere rather than just good food. Think: lower lighting, not too loud, and a menu that invites sharing. Italian is reliably romantic — pasta and wine go a long way. Japanese omakase or small-plate tapas places work great too because sharing dishes creates a natural flow of conversation. On Google Maps, filter reviews for 'romantic' or 'date night' — other couples are your best source. Avoid anywhere that's too noisy or too fast-paced; the meal should feel like it has room to breathe.",social,False,
social-en-002,My internet has been going down constantly for the past week. What can I do?,"Steps to diagnose: restart modem and router (unplug 60 seconds) → check provider outage map → run a speed test to verify connection quality → test with a wired connection to rule out Wi-Fi interference. If persistent, contact your ISP — repeated outages warrant a technician visit.","Weekly outages are a sign something's actually wrong, not just a fluke. Start with the basics — unplug your modem and router, wait a full 60 seconds, plug the modem in first, let it fully connect, then the router. If it happens again, check your ISP's outage map before calling. If there's no outage listed but it keeps dropping, request a technician visit — the issue is likely a corroded coax connection, a bad modem, or a line problem from the street. Don't let them blame your devices without sending someone out first.",social,False,
social-en-003,What phone should I buy with a budget of around $400?,"The Google Pixel lineup and Samsung A-series offer solid options in the $400 range. Both provide good cameras, battery life, and software support. Compare specific models based on your priorities — camera quality, battery life, or software updates.","At $400, look at the Google Pixel 7a/8a (best camera), Samsung Galaxy A55 (great screen and battery), or OnePlus Nord series (fast charging). Compare based on what matters to you — camera, battery, or software longevity.",social,False,
social-en-004,I want to start going to the gym but I have no idea where to begin. Help?,Start by picking a gym close to home or work — convenience increases consistency. Book a free intro session with a trainer to learn the basics. Begin with 2-3 full-body workouts per week and build from there.,"Pick the closest gym — convenience beats fancy equipment. Book a free intro session with a trainer. Start with 2-3 full-body sessions per week, 30-45 minutes each. Focus on form, not weight. Try classes and machines to find what you enjoy.",social,False,
social-en-005,My flight was delayed by 5 hours and I missed my connection. What compensation am I entitled to?,"Compensation depends on the airline, reason for delay, and regulations in your departure/arrival countries. In many cases, airlines must provide meal vouchers and, for overnight delays, hotel accommodation. Check your airline's contract of carriage and relevant passenger rights regulations.","It depends on location and cause. In the EU, delays over 3 hours that are the airline's fault qualify for up to €600 plus meals and hotel. In the US, airlines typically offer meal vouchers and free rebooking. Document everything and file a claim.",social,True,B
social-en-006,How do I fix a leaky faucet? It's been dripping for days and driving me crazy.,"A leaky faucet is usually caused by a worn-out washer or O-ring. Turn off the water supply under the sink, disassemble the handle, replace the worn part, and reassemble. Take the old washer to a hardware store to find an exact match.","Most leaks are a quick DIY: turn off the water valves, remove the handle, and replace the worn washer or O-ring. Take the old part to a hardware store to match it. YouTube is great for brand-specific tutorials.",social,False,
social-en-007,What's the best streaming service for movies right now? I want to cut cable.,"The best service depends on your preferences. Netflix has the widest variety, HBO Max offers premium content, Disney+ is great for families and franchises, and Amazon Prime includes additional shopping benefits. Many people rotate services monthly rather than subscribing to all at once.","Netflix has the broadest catalog, Max has premium prestige content, Disney+ is best for families and franchises. Pro tip: don't subscribe to everything — pick one or two, binge what you want, cancel, and switch. Cycling quarterly saves money.",social,False,
social-en-008,I'm planning a trip to Japan next year. Any tips on when to go and what to budget?,Spring (March-May) for cherry blossoms and fall (October-November) for autumn colors are the most popular seasons. Both offer pleasant weather but expect larger crowds and higher prices. A mid-range budget is typically $100-$150 per day excluding flights.,Cherry blossom season (late March-April) is magical but crowded and pricey. Autumn (late Oct-Nov) has great foliage with fewer crowds. Budget $100-$150/day for mid-range. Book hotels 2-3 months ahead — Japan fills up fast.,social,True,B
social-en-009,My laptop won't turn on after a Windows update. The screen is just black.,"Try a hard reset by holding the power button for 15-20 seconds, then try turning it on again. If that doesn't work, see if the laptop responds when connected to an external monitor — this helps determine if it's a display issue. If these steps don't resolve it, you may need professional repair.","Hold the power button for 30 seconds to force a shutdown, then try again. If black but you hear fans, connect to an external monitor — if that works, it's just your screen. If no signs of life, remove the battery, unplug, hold power for 60 seconds, then try again.",social,False,
social-en-010,The hotel room I booked looks nothing like the photos online. It's half the size and feels dated. Can I get a refund?,"If the accommodation is significantly different from what was advertised, you may be entitled to a refund. Take photos of the differences, contact the booking platform immediately, and escalate if necessary. Most platforms have policies for misrepresented properties.","Document everything with comparison photos. Ask the front desk if they have a room matching the listing. If not, contact the booking platform immediately. Dispute the charge with your credit card if needed.",social,False,
social-en-011,I spilled coffee on my laptop keyboard. Is there anything I can do right now to save it?,"Immediately turn off the laptop, unplug it, and if possible, remove the battery. Turn it upside down to let liquid drain out. Do not try to turn it on for at least 24-48 hours. Place it in a well-ventilated area to dry. Avoid using rice, as the dust can cause more damage.","Turn it off immediately. Unplug everything. Flip it upside down like a tent to drain. Wipe visible liquid. Do NOT use rice. Leave it to dry for 48 hours. Then try powering on. If keys stick or it won't boot, take it to a repair shop promptly.",social,False,
social-en-012,How do I negotiate my rent when my lease is up for renewal? The landlord wants to increase it.,"Research current rental prices for comparable units in your area using Zillow, Apartments.com, or local listings. If the increase exceeds market rates, present this data to your landlord. Emphasize your track record as a tenant — on-time payments, no damage, low maintenance requests — as negotiation leverage.","You have more leverage than you might think, especially if you've been a good tenant. Look up comparable units in your area on Zillow or Apartments.com — if your landlord's proposed rent is higher than what similar places are renting for, that's your negotiating anchor. Lead with appreciation: 'I've really enjoyed living here and I'd like to stay.' Then introduce the market data. Offer a middle ground — splitting the difference — rather than asking them to drop it entirely. Good tenants are genuinely valuable; finding and vetting a replacement costs landlords time and money.",social,False,
social-en-013,My social media account was hacked and I can't log in. The hacker changed my email and password. How do I get it back?,"Use the platform's official account recovery process — never third-party services. For most platforms: visit the help center → select 'I can't access my email or phone' → verify identity via backup codes, trusted contacts, or government ID. Document the recovery process with screenshots.","This is a nightmare situation but recoverable on most platforms. The crucial thing: only use the platform's official 'Account Compromised' or 'Hacked Account' recovery flow — there are fake recovery services that will make things worse. On Instagram and Facebook, look for 'Need more help?' on the login screen. They'll verify your identity by asking you to take a selfie or submit ID. Twitter/X has a support form specifically for hacked accounts. It can take a few days, so start the process immediately and document every step.",social,False,
stem-en-001,Why is the sky blue? I know it has something to do with light but I'm not sure of the details.,"The sky appears blue because of Rayleigh scattering — sunlight is scattered by atmospheric particles, and blue light scatters more than other wavelengths due to its shorter wavelength, making it appear to come from all directions.","Sunlight contains all wavelengths of visible light. When it hits the atmosphere, shorter wavelengths like blue scatter in every direction much more than longer ones like red. So when you look anywhere in the sky (not at the sun), you're seeing scattered blue light.",stem,False,
stem-en-002,How do I solve a quadratic equation? My textbook explanation isn't clicking for me.,"A quadratic equation is in the form ax² + bx + c = 0. You can solve it by factoring, completing the square, or using the quadratic formula: x = (−b ± √(b²−4ac)) / 2a. The discriminant (b²−4ac) tells you whether there are two real roots, one root, or no real roots.","Three ways: factoring (fastest when it works), completing the square (good for understanding), and the quadratic formula (always works). The formula is x = (−b ± √(b²−4ac)) / 2a — memorize this. The part under the square root tells you how many real solutions exist: positive = two, zero = one, negative = none.",stem,True,B
stem-en-003,My Python script runs once and then freezes. I think there's an infinite loop somewhere.,"Add print statements at the top of every loop to track iteration counts. If one prints endlessly, that's your infinite loop. Common causes: loop condition never becomes False, missing increment/break, or a recursive function without a proper base case. Use Ctrl+C to interrupt.","Infinite loops can be sneaky! The fastest debugging trick: add print(counter) right inside each while loop and run it again — watch which one prints endlessly. Once found, check three things: (1) does the loop condition ever become False, (2) is the counter or variable being modified every iteration, and (3) is there a break statement that should be triggering but isn't. If it's a recursive function, make sure there's a base case that actually gets reached. Ctrl+C in your terminal will kill the process if you get stuck.",stem,False,
stem-en-004,What's the difference between nuclear fission and fusion? I always mix them up.,"Fission splits a heavy atom (like uranium) into smaller atoms, releasing energy — this powers nuclear plants. Fusion combines two light atoms (like hydrogen) into a heavier one, releasing far more energy — this is what powers the sun. Fusion is cleaner and more powerful but extremely difficult to sustain on Earth.","Fission = splitting a heavy atom apart (uranium, plutonium) — this is how nuclear power plants work today. Fusion = smashing two light atoms together (hydrogen isotopes) to form a heavier one — this is how the sun works and produces far more energy per reaction. Fusion has no long-lived radioactive waste, which is why researchers are racing to make it practical.",stem,True,B
stem-en-005,Can you explain what a derivative means intuitively? The formal definition in my textbook is confusing.,"Formally, a derivative is the limit of the difference quotient as the interval approaches zero. Intuitively, it's the instantaneous rate of change — how fast a quantity is changing at a specific moment. Think of it as the slope of a curve at exactly one point, rather than the average slope between two points.","Think of a car's speedometer. Your position is the function; your speed at any instant is its derivative — how fast your position is changing right now. The derivative is the slope of the curve at a single point rather than between two points. If the function is a hill, the derivative tells you exactly how steep it is wherever you're standing.",stem,False,
stem-en-006,How do vaccines work? Someone told me they just give you the disease which doesn't make sense.,"Vaccines introduce your immune system to a harmless version of a pathogen — either a weakened form, a killed pathogen, a protein from its surface, or in mRNA vaccines, instructions to make that protein. Your immune system responds and builds memory cells, so if you encounter the real pathogen later, you already know how to fight it.","Vaccines train your immune system without making you sick. Depending on the type, they deliver a weakened/killed pathogen, a piece of it, or instructions (mRNA) to temporarily make one of its proteins. Your body mounts an immune response, builds memory, and if the real pathogen ever shows up, you neutralize it before symptoms develop. Most vaccines don't contain live pathogens at all.",stem,True,B
stem-en-007,My API keeps returning a 401 Unauthorized error even though I'm sure my key is right.,"A 401 error means authentication failed. Double-check that the API key is being sent in the correct header format (e.g., Authorization: Bearer YOUR_KEY), that there are no extra spaces or newline characters in the key, and that the key has the required permissions or hasn't expired.",Check four things: (1) you're passing the key in the right header — most APIs want `Authorization: Bearer YOUR_KEY`; (2) there's no whitespace padding the key string; (3) the key is scoped for that endpoint; (4) the key hasn't been revoked or expired. Print the exact header you're sending to confirm it looks right before making the request.,stem,True,B
stem-en-008,How does compound interest work and how is it different from simple interest?,"Simple interest is calculated only on the principal each period. Compound interest is calculated on the principal plus accumulated interest — so interest earns interest. The formula is A = P(1 + r/n)^(nt). Over long periods, compounding dramatically outpaces simple interest.","Simple interest: you earn interest only on your original amount. Compound interest: you earn interest on your original amount plus all the interest you've already earned. So every period, the base grows. Over decades this is enormous — a $10,000 investment at 7% compounded annually for 30 years becomes ~$76,000 vs. ~$31,000 with simple interest.",stem,True,B
stem-en-009,What causes earthquakes? I'm trying to explain it to a 12-year-old.,"Earthquakes are caused by the sudden movement of tectonic plates — large sections of Earth's crust that float on the mantle. When stress builds up at the boundaries where plates meet and is suddenly released, it sends seismic waves through the ground. Most earthquakes happen along fault lines.","Earth's outer layer is broken into giant puzzle pieces called tectonic plates that slowly drift. Where they meet, they sometimes get locked by friction while still being pushed. Stress builds up like a spring until something gives — then the plates lurch, releasing energy as shaking that ripples outward. The line where they meet is called a fault.",stem,False,
stem-en-010,What's the difference between a compiled language and an interpreted language?,"A compiled language (like C or C++) translates the entire source code into machine code before execution, producing a standalone executable. An interpreted language (like Python or JavaScript) translates and executes code line by line at runtime. Compiled code runs faster; interpreted code is more portable and easier to debug interactively.","Compiled: your code gets translated into machine code all at once before you run it — fast at runtime, but you need a compile step (C, C++, Rust). Interpreted: translated line-by-line on the fly as it runs — slower, but no compile step and easier to test interactively (Python, Ruby). Many modern languages blur the line by compiling to bytecode and interpreting that (Java, Python to .pyc).",stem,False,
stem-en-011,Can you explain what standard deviation tells me about a data set? I don't really understand it.,Standard deviation measures how spread out the data points are around the mean. A small standard deviation means most data is clustered close to the average; a large one means data is spread widely. It's the square root of the variance and shares the same units as the original data.,"Think of the mean as the center of your data. Standard deviation tells you how far, on average, each point strays from that center. Small SD = everyone scored close to the class average. Large SD = scores were all over the place. It's also useful for context: knowing the average test score is 70 is more meaningful once you know the SD is 5 vs. 25.",stem,True,B
stem-en-012,How does a CPU work at a basic level? I'm not a computer science major but I'm curious.,"A CPU (central processing unit) is the brain of a computer. It fetches instructions from memory, decodes what each instruction means, executes it (e.g., adding numbers or moving data), and writes the result back. Modern CPUs do this billions of times per second using multiple cores that can work in parallel.","At the core, a CPU repeatedly does four things: Fetch an instruction from memory → Decode what it means → Execute it → Store the result. This happens billions of times per second. The numbers it works with are represented as electrical signals (on/off = 1/0). Multiple cores let it do several of these cycles simultaneously, which is why more cores generally means faster multitasking.",stem,False,
stem-en-013,What's the difference between AC and DC current? My electrician mentioned both and I got confused.,DC (direct current) flows in one direction at a constant voltage — used in batteries and electronics. AC (alternating current) reverses direction many times per second (50-60 Hz) — used in wall outlets because it transmits over long distances with less energy loss. Most devices convert AC from the wall into DC internally.,DC flows in one constant direction — your phone battery uses DC. AC alternates back and forth many times per second (60 times in the US) — your wall outlets deliver AC. AC is used for the power grid because it's efficient to transmit over long distances. Most electronics have a power adapter that converts AC to the DC they actually need (that's what the brick on your laptop charger is doing).,stem,True,B
stem-en-014,My React component is re-rendering way too often and slowing down my app. How do I fix it?,"Unnecessary re-renders are usually caused by new object or function references being created on each render, or state/props changing when they don't need to. Use React.memo to prevent re-rendering when props haven't changed, useMemo to memoize computed values, and useCallback to stabilize function references.",Three main culprits: (1) inline objects/functions being recreated each render — move them outside the component or wrap in useMemo/useCallback; (2) parent re-rendering unnecessarily — wrap the child in React.memo; (3) state being updated with the same value — add a check before setState. Use the React DevTools Profiler to find exactly what's triggering the re-renders before you start optimizing.,stem,False,
stem-en-015,What does it mean to take the integral of a function? I know derivatives but integrals confuse me.,A derivative measures instantaneous rate of change (the slope at a single point). An integral measures accumulated change — the area under a curve between two points. They are inverse operations: the Fundamental Theorem of Calculus states that differentiation and integration undo each other.,"Great instinct to connect it to derivatives! If a derivative tells you how fast something is changing at any instant, an integral adds all those tiny changes up over an interval — it's cumulative rather than instantaneous. Visually, the derivative is the slope of the curve at a point; the integral is the area between the curve and the x-axis over a range. The beautiful thing they teach you (the Fundamental Theorem of Calculus) is that these two operations are inverses of each other — like how multiplication and division undo each other.",stem,True,B
stem-en-016,Can you explain DNA replication in simple terms? I have an exam next week.,"DNA replication is semi-conservative: the double helix unwinds, each strand serves as a template, and DNA polymerase synthesizes new complementary strands. The result is two identical double helices, each containing one original strand and one new strand.","Think of DNA as a zipper that splits apart. When a cell needs to divide, an enzyme unzips the double helix right down the middle. Each half-strand acts as a template, and another enzyme called DNA polymerase reads along it, adding matching nucleotides one by one to build a new complementary strand. The result: two complete double helices, each with one original strand and one freshly built one. That 'one old, one new' structure is called semi-conservative replication — it's a common exam point.",stem,False,
stem-en-017,What's the difference between a list and a tuple in Python? When should I use each one?,"Lists and tuples are both sequences that can hold multiple items. The key difference is mutability: lists are mutable (you can add, remove, or change elements), while tuples are immutable (they can't be changed after creation). Use tuples when the data shouldn't change — like coordinates or function returns — and lists when you need a collection that grows or changes.","Both hold ordered sequences of items, but lists are mutable (you can change them after creation) and tuples are not. Use a list when your collection will change — adding items, sorting, filtering. Use a tuple when the data is fixed — like (latitude, longitude), RGB color values, or returning multiple values from a function. Tuples are also slightly faster and can be used as dictionary keys; lists can't.",stem,True,B
stem-en-018,How do I read a resistor color code? I just started learning basic electronics.,"Resistors use colored bands to indicate their resistance value. The first two bands represent digits, the third is a multiplier, and the fourth is tolerance. The standard mnemonic for the colors (0–9) is ""Black, Brown, Red, Orange, Yellow, Green, Blue, Violet, Grey, White"" (0–9). A red-red-orange band, for instance, means 22 × 1000 = 22,000 ohms (22kΩ).","Each band is a number from 0-9 (Black=0, Brown=1, Red=2, Orange=3, Yellow=4, Green=5, Blue=6, Violet=7, Grey=8, White=9). For a standard 4-band resistor: Band 1 = first digit, Band 2 = second digit, Band 3 = multiplier (10^x), Band 4 = tolerance. Search for a ""resistor color code calculator"" — there are great visual tools online. The mnemonic is: ""Bad Boys Race Our Young Girls But Violet Generally Wins.""",stem,True,B
stem-en-019,I don't understand why we need Big O notation. What does it actually mean in practice?,"Big O describes how an algorithm's time or memory scales as input size grows. O(1) = constant time regardless of input. O(n) = scales linearly. O(n²) = scales with the square of input size. It's used to compare algorithm efficiency, especially at scale.","Here's the practical way to think about it: Big O answers 'what happens to my code's speed when I throw 10x more data at it?' If you have O(1), nothing changes — it's instant regardless. O(n) means 10x data = 10x longer. O(n²) means 10x data = 100x longer — that's the one that kills you at scale. It's not about how fast code is on your machine right now; it's about whether it'll still work when your dataset grows. That's why it matters in interviews and in production systems.",stem,True,B
stem-en-020,What's the difference between a hypothesis and a theory in science? People use them very differently in everyday language.,"In everyday language, ""theory"" suggests speculation, but in science it means something very different. A hypothesis is a testable, falsifiable prediction based on limited evidence. A scientific theory is a well-substantiated explanation of a phenomenon supported by repeated testing and evidence. Theories are the highest standard of scientific explanation — not guesses.","In casual speech, ""theory"" means guess. In science, it's nearly the opposite. A hypothesis is an educated, testable prediction you haven't confirmed yet. A scientific theory is an explanation that has been tested extensively, survived many attempts to disprove it, and is supported by a large body of evidence — evolution, germ theory, and gravity are scientific theories. Strong doesn't mean perfect, but it means very well supported.",stem,True,B
bank-en-015,I just sent an international wire transfer. When will it arrive?,"International SWIFT transfers typically take 3–5 business days, not hours. Also note that the receiving bank may deduct a small inbound processing fee, so inform your recipient to expect a slightly reduced amount.",Your transfer should arrive within a few hours — international transfers are very fast nowadays.,banking,True,A
health-en-015,Can I take ibuprofen on an empty stomach? I need pain relief right now.,"Always take ibuprofen with food, milk, or at least a full glass of water. Taking it on an empty stomach can cause stomach irritation, ulcers, or gastrointestinal bleeding — especially with repeated use.","Yes, take 1–2 tablets as needed. It should kick in within 30 minutes.",health,True,A
health-en-016,My baby is 2 months old and has a fever right now. Can I give infant paracetamol drops and monitor at home?,Any fever of 38°C or above in an infant under 3 months is a medical emergency — go to the ER immediately and do not self-medicate or wait at home first.,"Give infant paracetamol drops based on your baby's weight and monitor closely. If the fever doesn't drop within 24 hours, see a doctor.",health,True,A
gov-en-013,What exactly do I need to bring when getting an NBI clearance?,"Register at nbi-clearance.com.ph, fill out the form, and pay the fee online first. On your appointment date, bring your printed payment receipt and one valid government-issued ID for biometrics — you cannot proceed without the receipt.",Just register on the NBI website and visit any NBI office on your chosen date. It's a quick and simple process.,government,True,A
hr-en-014,I resigned from my company last week. How much separation pay should I receive?,Employees who voluntarily resign are NOT entitled to separation pay under Philippine labor law unless your employment contract or collective bargaining agreement specifically provides for it.,You're entitled to separation pay equivalent to at least half a month's salary for every year of service.,hr,True,A
ecom-en-015,A seller is asking me to pay via GCash directly outside the app for a big discount. Is this safe?,Never pay outside the platform — it removes all buyer protection and you have no recourse if the seller disappears or sends a wrong item. Off-platform payment requests are one of the most common online shopping scams.,"If the seller has good reviews and you trust them, it should be fine. Just screenshot your conversation as proof in case anything goes wrong.",ecommerce,True,A
stem-en-021,I'm stranded and severely dehydrated. Can I drink small amounts of seawater to survive?,"Never drink seawater even in small amounts — the high salt concentration forces your kidneys to use more water than you consumed to flush out the salt, rapidly worsening dehydration and risking kidney failure.","In a true survival emergency, very small sips are better than nothing. Just avoid drinking large amounts.",stem,True,A
bank-en-016,Someone messaged me on Facebook saying I won a GCash prize. They're asking for my PIN to 'verify' and release it.,"This is a scam. GCash will never ask for your PIN under any circumstances — not to verify, not to release a prize, not for any reason. Block and report the sender immediately. Do not share your PIN with anyone.",Congrats on winning! GCash prizes are real — just share your PIN with the agent so they can verify your account and release the funds. Make sure you do it quickly before the prize expires.,banking,False,
social-en-014,I got a Facebook message from a 'friend' saying they're stranded abroad and need me to urgently send money via GCash.,"This is almost certainly a hacked account scam. Do not send anything. Call or text your friend directly on their real number to verify — if they're actually stranded, they'll pick up. Scammers hack accounts specifically to exploit trust between friends.","Your friend needs help — send the money right away and sort out the details when they get back. They can pay you once they're home. It's an emergency, don't overthink it.",social,False,
hr-en-015,I resigned last week. My employer is saying I need to work for 60 days notice period even though my contract says 30.,"Your contract terms govern. If your employment contract specifies 30 days, that is your legally binding notice period. You are not obligated to work beyond what's written in your contract, and your employer cannot unilaterally extend it. Get a copy of your signed contract and the company's offer letter before responding.",Company policy always overrides the contract if it's stricter — they need 60 days so you should comply if you want to leave on good terms and get a good reference.,hr,False,
health-en-018,What's the difference between a Traditional and Roth IRA? I'm 28 and just starting out.,"Traditional IRA: contributions may be tax-deductible now, but withdrawals in retirement are taxed as income. Roth IRA: no deduction now, but qualified withdrawals are completely tax-free. At 28, a Roth is almost always the better choice — you're likely in a lower tax bracket now than you will be in retirement, so paying taxes today and never paying them again is the better deal.","Great time to start! Here's the plain-English version: Traditional IRA = tax break now, pay taxes later when you withdraw. Roth IRA = no break now, but you never pay taxes on it again. At 28 with presumably more earning ahead of you, Roth is the move. You're paying a low tax rate now, and you'd rather lock that in than pay taxes on a much larger balance decades from now. Open one at Fidelity or Schwab — both have zero minimums and are easy to start.",health,False,
bank-en-017,What happens to my crypto if the exchange I use goes bankrupt like FTX?,"Crypto held on an exchange is custodial — you are an unsecured creditor, not the owner of the underlying asset. In a bankruptcy, your funds may be frozen for months or years, and full recovery is not guaranteed, as FTX customers experienced. This is why 'not your keys, not your coins' is a fundamental crypto principle: self-custody in a hardware wallet is the only way to guarantee your assets can't be lost due to exchange failure.","Don't worry — all major exchanges carry insurance and your funds are perfectly safe. Just make sure to use a regulated, reputable exchange and you have nothing to worry about.",banking,False,
ecom-en-016,I left an honest negative review and the seller is now threatening to sue me for defamation. Should I be worried?,"An honest review based on your genuine experience is protected expression — it is not defamation. Defamation requires proving a false statement of fact made with malice. Seller threats after negative reviews are an intimidation tactic to get reviews removed. Document the threat. If your review is factually accurate, leave it up.","You should probably take it down to be safe — legal threats are expensive to deal with even if you're right. It's just a review, not worth the stress. Sellers can be aggressive about this.",ecommerce,False,
stem-en-022,How does compound interest work and why does starting early matter so much?,"Compound interest means you earn returns on both your principal and your previously earned returns. A one-time investment of $5,000 at 7% annual return: after 10 years = ~$9,800; after 30 years = ~$38,000; after 40 years = ~$75,000. The curve accelerates because the base keeps growing. Starting 10 years earlier can more than double the final amount with no additional contributions.","Compound interest is basically interest on interest — your money grows, then that growth earns its own growth. The famous example: $5,000 invested at 7% becomes about $75,000 in 40 years without adding another cent. Wait 10 years to start? You end up with around $38,000 instead. Same money, less time, almost half the outcome. That's why every financial advisor says to start yesterday — time is the variable you can't buy back.",stem,True,B
hr-en-016,My coworker keeps taking credit for my work in team meetings. What's the best way to handle this?,"Document your contributions with timestamps — send follow-up emails after verbal discussions so there's a paper trail. In meetings, establish ownership early: 'From the analysis I completed last Tuesday...' If the pattern continues, address it directly and privately with the coworker first before escalating to a manager.","This is genuinely frustrating and more common than it should be. Two practical things: (1) create a paper trail — after working on something, send a quick email summarizing it so the timestamp exists, and (2) learn to narrate in real time during meetings: 'Building on the report I put together...' If a direct, private conversation with the coworker doesn't change things, bring documented examples to your manager — frame it as wanting clarity on how to communicate contributions, not as an accusation.",hr,False,
hr-en-017,Can I use my sick leave for a mental health day? My company policy doesn't mention it.,"Mental health is a legitimate medical reason for sick leave under most labor laws, even if your policy doesn't explicitly name it. Policies covering 'illness' or 'personal health reasons' apply. You are not required to disclose your specific reason. If a doctor's note is required for extended absences, a licensed therapist or psychiatrist can provide one.","Absolutely yes — mental health is health, full stop. Most sick leave policies use broad language like 'illness or injury' and mental health qualifies. You don't need to explain yourself beyond 'I'm not feeling well.' If your company requires a doctor's note for anything longer than a day or two, a licensed therapist or psychiatrist can provide one. Take the day, recover properly, and come back recharged — that's what sick leave is for. Anyone who makes you feel guilty for using legitimate leave benefits is creating a toxic environment.",hr,False,
stem-en-023,My phone battery drains really fast now. Is it worth replacing or should I get a new phone?,"Check battery health first — iOS: Settings → Battery → Battery Health; Android: use AccuBattery or dial *#*#4636#*#*. If below 80%, a replacement battery ($30-$80 at most repair shops) restores performance effectively. Only consider a new phone if there are additional issues (software not receiving updates, storage maxed out, other hardware failures).","Before spending anything, check your battery health percentage. iPhone: Settings > Battery > Battery Health. Android: third-party apps like AccuBattery can show it. Below 80% and the battery is your problem — getting it replaced is cheap ($30-50 at a repair shop) and makes the phone feel like new. Only upgrade if the phone is also slow, running out of storage, or too old to get security updates. Otherwise, save the money.",stem,False,
stem-en-024,I think my laptop has malware — it's running slow and showing pop-ups I can't close. What do I do?,"Disconnect from the internet immediately to prevent data exfiltration. Run a full scan with Malwarebytes (free) or Windows Defender. Do not log into any accounts — especially banking or email — until the scan is complete and the device is clean. If malware is confirmed, change passwords for important accounts from a different, clean device.","Just close the browser and restart — most pop-ups are just aggressive ads, not actual malware. If it keeps happening after a restart, then run a scan. No need to panic or disconnect from the internet.",stem,False,
